,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1
47,47,4130,255,4113,4932,174,3877,567,1582,2060,3549,3223,1981,2723,4623,2959,4942,3571,217,1126,4458,873,2521,5058,4700,5288,127,1554,607,4651,3735,4326,846,207,4565,1952,4483,421,1148,3686,980,3437,2790,4721,1789,2634,4314,2514,1032,5098,4590,1087,5192,2294,2466,2211,3876,147,5063,850,2433,4218,4817,843,3421,549,3069,1303,715,2405,5118,4004,4978,4137,239,5044,1131,2622,2076,609,1740,3185,3716,288,3029,4158,5147,632,1283,4322,4945,4457,2145,809,413,3763,4598,3285,5068,2941
48,48,502,27,1912,5232,2284,324,5200,1864,81,97,3655,4395,1822,3361,3940,1036,1467,3519,198,2416,1781,3378,349,3845,3401,3301,3407,4466,917,679,1202,3013,3543,506,3662,2401,3769,1846,1910,4537,2309,4489,4343,4084,4813,4430,2548,4446,2052,4137,3064,549,2392,649,4817,2294,147,1831,3580,5215,4371,5063,843,850,2433,1088,1740,1425,3684,4158,1131,5044,2405,3069,5118,3716,2076,4004,715,3185,2145,2622,4322,4457,609,413,4945,3029,1303,5147,632,288,1283,809,3763,4598,5068,3285,2941
49,49,3395,1771,2311,2589,3667,1060,4981,2971,1133,2168,4065,337,2437,1258,2915,395,20,4688,301,2304,3173,3428,3776,308,1652,4321,3582,2793,2567,2902,1916,2914,2827,3351,3529,4391,2505,2378,2111,827,223,4650,2107,3035,2073,1340,3370,1731,2342,649,2294,3430,367,850,3768,2258,1131,413,4080,4832,4312,4218,670,549,5118,4817,2211,843,1303,3934,715,5063,2957,609,4004,2076,2405,4978,5044,1381,632,3069,4322,3716,4945,4457,3185,3421,3029,2622,5147,2145,1283,3763,809,4598,5068,3285,2941
50,50,2701,1460,1659,1976,4928,5077,4225,839,1972,1244,2081,4128,2629,4238,2674,5193,3794,4557,72,1618,5332,4357,2763,1988,2896,3670,1284,4340,1965,1797,4505,1899,1359,1488,536,475,4815,1185,1506,2348,546,4755,4834,1413,4196,2981,1935,535,1233,3464,1788,1273,1745,2582,1505,1812,1025,4275,2710,2637,896,1662,3666,680,4715,2377,5186,1746,3137,3092,3267,5170,1231,3277,1163,2021,2351,1838,4573,4538,1766,3208,1983,1479,4669,2504,1232,4011,3961,2936,5102,752,367,4765,2258,3430,4883,3934,1381
51,51,2107,1885,3358,1078,2316,1713,375,1708,4407,1437,2304,3156,285,4059,4704,4449,3821,862,2536,1046,3320,4531,57,4826,2794,207,1348,2798,663,4903,1194,4342,3771,4064,611,1621,620,4233,5196,2551,2526,798,1871,3023,1242,3954,1960,2972,4881,2881,843,649,549,4137,3684,2433,1616,2672,3580,2179,850,1088,2392,3421,5118,1131,4004,218,1740,5063,1831,2405,715,1425,2076,5044,3716,609,2145,5215,3069,4457,3185,4945,3029,5147,4322,2622,288,809,1283,632,413,1303,3763,4598,3285,5068,2941
52,52,44,1266,3042,437,383,1934,2346,578,3011,600,4264,3299,868,4667,296,3550,1658,1006,1804,2827,3956,241,337,1042,480,575,2595,3702,3517,3086,3945,1596,710,4776,3809,2670,4120,2394,1630,5301,2510,2400,2143,4528,3433,1865,1849,3307,1430,4457,4218,3473,1752,809,1212,2498,1277,3737,2351,3452,2371,2571,4765,1838,2219,1021,1221,549,4005,4074,1448,1539,2305,2493,4080,4945,5063,1283,632,2850,3185,3716,3069,2926,3763,4322,367,2211,2957,2622,3285,3934,1381,2258,1163,5068,4598,3421,2941
53,53,280,3141,4423,742,13,4939,430,210,1268,2306,814,2897,1834,693,2163,4323,1438,21,1248,4053,1976,3894,250,750,2670,805,2890,1614,890,4579,4335,1715,575,3103,529,1969,3956,278,1374,343,2111,4544,1548,810,134,4505,2740,614,2867,3649,2413,1005,1052,1788,3267,1025,4336,852,3869,143,2371,1212,1983,3277,1448,5170,4275,2637,1232,5186,198,3092,2211,1662,4669,1766,2021,1812,482,4538,1838,2351,1479,4573,3961,2936,3137,752,3430,5102,1231,4011,1163,4883,4765,367,2258,3934,1381
54,54,2046,5141,1393,2097,2078,4620,2582,4442,4190,4284,2013,3142,1203,586,5224,2999,1862,143,2085,2171,4829,3640,4231,2225,4177,3410,5172,4016,2801,5189,3723,3555,2729,4175,1428,1005,83,4979,3197,1273,4107,3172,2325,11,3339,4847,2879,1110,1983,2392,3865,413,3064,1003,850,4291,5215,5044,649,3247,4832,2433,1131,843,3514,4817,1425,3421,3768,4218,2145,549,1831,4457,2405,288,2076,4004,5063,609,5118,715,3716,4945,5147,3029,3185,4322,3069,632,1303,809,2622,3763,1283,4598,3285,5068,2941
55,55,4338,154,5188,2621,3376,2425,767,2198,1183,2638,3882,3490,5278,4044,5208,2813,2676,798,3923,539,931,2395,924,34,3981,2551,3019,5231,3467,1033,2265,771,4839,3433,268,2056,932,3319,5179,1394,4648,3852,1399,1624,5057,859,3726,5144,3189,2998,2903,3865,2512,2912,4291,4945,4344,5063,1315,2405,4042,2179,89,4963,1611,4328,2392,4832,3029,4865,2162,178,5147,809,3326,1831,605,2262,3421,2593,3185,413,4341,1616,3069,1425,288,4322,218,1283,5215,2622,632,3285,3763,4598,5068,1303,2941
56,56,5055,4183,4089,1576,2231,4612,3084,1909,1977,468,2801,3096,2729,3172,3559,3008,435,258,1086,775,4873,1919,3627,1772,5093,449,561,4177,4774,202,232,3328,2605,3403,1897,4070,758,3555,1956,483,3224,565,4524,984,1162,975,2570,4526,4442,3064,2392,1189,3247,700,670,413,4978,3768,843,549,4291,3514,2433,4832,850,649,1131,4817,5044,4218,3421,1831,715,4004,288,2076,1303,2405,609,5118,2145,5063,4457,3716,3069,4945,3029,2622,5147,3185,4322,809,632,1283,3763,3285,4598,5068,2941
57,57,276,862,844,4881,4342,375,4903,5223,2469,2536,127,207,4449,2798,4483,285,1871,255,1437,3822,611,4233,1806,4095,5157,3686,4113,5145,1683,1391,1713,5260,2521,3382,137,452,4446,2200,2838,2107,174,2794,1002,3484,3954,4586,4556,735,51,4590,1088,3580,2294,1425,5215,3664,4817,4218,2433,4978,2672,850,1831,843,3421,549,5063,1131,5118,4137,2405,4158,5044,4004,715,3069,1740,2076,609,3716,3185,288,1303,2145,4457,3029,4322,4945,632,5147,2622,413,1283,809,3763,4598,3285,5068,2941
58,58,3585,2304,2107,975,2316,1194,5088,5139,4704,2824,1275,285,3320,4024,936,2275,3556,4922,4310,1018,663,5013,1078,4233,1437,1790,4391,2833,355,3529,51,2222,4208,5260,735,1885,3954,4342,381,255,1963,611,3821,1708,4826,930,4881,4903,1713,5192,218,3768,2179,147,4158,4832,2672,1740,3514,649,850,5215,4218,4817,5044,2433,1131,549,2405,1425,4004,5118,2076,715,1831,609,2145,413,5063,288,4457,3421,3185,3069,3029,4945,5147,3716,809,1283,2622,1303,4322,632,3763,3285,4598,5068,2941
59,59,3636,1475,1334,273,4508,1414,4564,2726,1120,572,2387,1783,5185,2366,4536,5283,3948,279,1285,2847,3363,3245,745,2286,114,3295,5007,4685,875,5090,5031,2334,1698,3913,4362,1033,1532,5057,1037,4338,4644,4168,1029,1794,4901,1031,4347,1531,3166,3326,89,2892,3961,2936,3464,4106,4123,3121,741,218,3304,2162,2941,367,2381,2859,4883,3588,2268,3430,4328,3495,4765,752,1280,1746,3192,2258,1425,3111,1950,680,2912,3666,4715,2059,4042,3934,4735,2733,2179,4344,1611,4341,3318,1303,1381,3208,2504
60,60,4622,1721,4379,4811,2483,304,4958,2788,3327,3944,2274,4294,2001,4208,374,863,1768,1158,4434,2944,656,74,4046,3537,1109,5247,2304,5061,1142,3094,754,2609,1101,4914,1472,771,2107,2584,2916,4391,735,187,1643,3264,2437,3173,5075,3023,4069,4291,3664,5044,670,4832,1740,4978,3768,1381,3514,843,2881,1131,2433,288,4137,4080,2957,609,4218,1831,4817,4004,2405,2145,5118,715,549,2076,1303,4457,5063,5147,3029,4322,3716,3069,413,809,632,3185,1283,4945,3763,2622,3421,5068,3285,4598,2941
61,61,2341,1088,1347,3492,2261,3853,4588,3117,3618,3239,3684,1034,3568,3234,4748,178,3287,1627,1425,697,1476,1416,1080,766,242,5215,2392,3642,1828,2091,1590,4745,224,2657,2251,3271,3997,1325,3386,1218,5096,719,362,653,512,3840,5305,2206,3579,4336,1788,5186,1388,198,5170,785,2493,3277,1723,1838,4312,1221,684,3362,4275,2637,4669,1232,143,1812,2021,1662,4675,1766,2351,3649,482,4538,752,3961,4573,2371,1231,1479,2936,2219,3137,3430,1448,4011,5102,1163,4765,4883,2211,2258,367,3934,1381
62,62,3381,2451,3663,2432,831,2016,970,492,5193,4572,2241,2240,1836,897,3827,72,3908,2900,1690,2832,2853,3065,1622,4010,1725,750,2273,2792,755,3786,4730,1729,393,3896,5,1943,744,2051,4034,5133,2376,4048,1151,4810,3251,4554,1970,5012,536,4088,2710,1745,5186,896,1277,1025,4275,143,3339,2377,1812,2637,3267,1315,2661,3277,2021,1212,2733,5170,1766,1505,4573,4341,1662,1479,3092,3111,1231,2351,1232,3137,4538,3961,4669,1163,1838,4011,1746,5102,752,3430,2936,4883,367,4765,2258,3934,1381
63,63,1554,2591,4537,4458,2702,447,1582,4113,3543,4489,4942,4483,3674,5040,3162,3822,2060,1148,3279,3301,2200,3686,4342,607,2838,207,4565,4446,2794,255,4586,2514,1846,4651,5260,3093,5181,824,1366,1822,2462,3407,2074,4721,5119,904,1498,4130,127,4817,5215,5063,2672,2294,4978,3876,147,1425,2433,843,3664,4590,850,2466,3684,3069,1088,3580,2405,5118,1131,4137,715,3716,4004,3185,5044,2076,2622,609,1303,4322,3029,1740,4945,4158,632,2145,5147,288,4457,1283,809,413,3763,4598,5068,3285,2941
64,64,2175,1880,2066,263,2118,4679,4849,2297,629,1053,2927,4273,2887,3227,195,5271,647,4514,21,4694,4476,2030,280,2895,1257,3531,1184,402,2872,1942,3583,3886,1608,2598,3359,3259,2075,5238,1969,3004,3178,4398,2111,4544,3803,5025,4548,2306,1652,1983,1232,4573,1635,3961,4538,1766,482,143,1479,2636,684,2021,4867,5068,4080,4074,3869,4675,2219,3285,3137,752,3473,2941,239,1052,2305,2926,2936,4598,3145,4011,2957,1163,5102,1231,2850,3430,4883,1448,4765,2371,2258,3421,367,2493,3934,2211,1381
65,65,1195,1797,4010,1264,295,783,1076,4910,3687,3833,2383,4630,3738,4591,2441,2640,138,1712,626,3552,4943,45,3334,4189,429,737,4570,4720,1563,808,884,2896,1641,4480,2738,475,1039,278,3615,192,487,4973,4378,802,612,2773,1362,1480,836,2046,3136,1025,3869,2582,453,5186,4341,1163,1505,3092,2377,3339,5170,4538,1766,680,3137,5172,4344,2504,2021,896,3277,1746,3267,2351,4295,1273,1231,2936,1838,1479,1983,4669,2733,3111,1232,3961,4011,367,3208,5102,4765,752,3430,2258,4883,3934,1381
66,66,3883,134,2743,4694,4402,407,2181,1268,2073,1976,1465,2488,1257,1935,1443,2311,1518,2044,2598,5143,2897,2385,1608,2827,404,2015,2030,1413,2778,1380,126,2291,5327,21,2414,345,3231,3835,3843,1715,94,4956,3776,5062,3921,2042,1629,4403,4364,4457,5170,5186,3792,2351,3185,3137,4322,2212,4005,1766,2622,4669,5044,1232,3029,1479,3961,4538,2021,3092,4573,5147,1283,3145,1983,2145,3763,1163,1838,3421,5102,1231,809,4011,2936,1303,752,3869,4598,4883,3430,367,4765,2258,3934,5068,3285,1381,2941
67,67,566,318,2247,4384,2095,2699,1613,618,254,2909,3916,5065,4643,1197,5046,3188,2575,3089,4427,1084,3390,2270,2116,4516,2372,4709,4860,5214,2492,1200,2557,997,829,4020,3102,4129,2810,2731,4101,30,5263,4077,3270,3724,4756,2428,1939,4097,4870,439,2392,1831,4832,1189,700,2433,2294,3514,3768,850,288,649,4080,2957,1131,670,4817,549,4218,2076,715,843,609,4004,2405,5044,5063,5118,3069,3421,4978,3716,3185,2622,1303,4945,632,4457,3029,5147,4322,2145,1283,809,3763,4598,3285,5068,2941
68,68,3712,1566,1351,2160,1564,791,3398,4848,114,2364,2752,3374,1065,1275,667,2313,2564,3680,4689,3807,1882,2535,5185,2288,1731,5075,1121,5312,494,3959,3703,2437,4362,1399,2246,2584,3910,2316,2304,3298,2365,1360,3819,1885,3593,5088,2011,1738,5132,5326,2672,2038,680,2733,5147,2162,218,981,1611,288,3111,2268,963,4590,1283,89,3664,3684,632,1980,2363,4042,5215,3974,3763,1950,1381,4341,1088,3318,4137,3208,4106,3285,1524,2504,2881,357,4598,5068,4344,413,2903,3588,1425,3304,1303,2179,2941
69,69,569,743,4090,1878,5256,1048,4800,1271,3006,1849,3474,598,3742,720,1328,118,217,397,181,3349,5169,3606,675,1705,4418,3486,2988,951,1164,5301,1188,853,3989,4695,5315,2586,2555,4376,4628,786,2310,1513,4289,3842,3818,2131,4423,3801,3695,1131,4675,1539,809,4499,1635,1892,3185,1221,5287,4959,549,2626,1740,4011,4765,2208,367,752,4074,3081,4883,2622,2145,4457,3716,4867,4218,4945,3934,239,3763,4322,3430,2305,2258,2957,4080,2493,1448,2850,3285,1381,2926,4598,5068,2211,2371,2941,3421
70,70,2702,3118,3279,2514,1036,1554,2959,4942,4586,4458,63,551,4542,1582,1911,5119,3735,3751,5181,4651,2591,988,1202,3543,2060,891,5330,4489,607,1498,4990,2200,4537,3407,2962,421,3877,3177,4962,4483,1741,447,5058,25,102,3824,1541,1822,2838,5118,2405,850,5215,147,239,843,4371,5326,3684,3716,3185,2622,471,2294,715,4590,4978,3876,2038,5026,4004,2076,1303,1131,4322,4137,2466,3029,1088,632,3664,609,4945,3580,5147,1283,5044,4457,4598,2145,288,809,4158,413,1740,3763,5068,3285,2941
71,71,4727,29,3540,1944,530,2949,1913,4989,1556,350,2243,3014,1404,2158,1458,2689,4594,4737,1223,3128,1436,1842,3122,4799,415,4220,3586,4798,1208,420,3248,1508,1323,1156,3443,5056,3423,3227,1068,1340,125,2808,4123,560,3753,10,3444,460,3203,2433,2305,843,3081,1189,4675,670,366,4978,5118,715,1448,609,2850,3317,5192,1131,632,4080,2405,4004,5063,2493,2957,4218,1283,2145,4817,3069,2076,239,5147,3185,3763,809,2371,2926,3029,4457,4322,2622,549,3716,4945,2211,3285,5068,3421,2941,4598
72,72,5193,475,2051,750,1506,2376,744,1622,4570,3670,2896,1655,1988,805,220,2832,1345,393,536,1609,3599,3351,535,278,4899,4677,4505,45,3001,4128,4638,1151,406,1797,2018,4630,3123,1943,162,1438,2929,2026,1659,2437,3427,2670,1690,5332,3498,3158,5186,4341,2960,896,2880,1983,3339,1212,3464,3092,3111,4344,5170,1273,2637,1025,4275,3267,1812,1505,2733,1766,3277,2021,3137,4573,1662,1163,680,4538,4669,1231,2351,1479,1838,2936,1232,4011,1746,752,3961,5102,3430,367,4765,2258,4883,3934,1381
73,73,3231,621,1993,1413,1137,3268,948,2202,2694,1756,3541,1703,4255,3564,3508,2348,4492,1256,3380,247,4210,1573,2189,4101,2741,557,1629,2154,5003,2559,4424,2463,5327,1613,2210,4938,4168,2282,4389,1839,2515,3764,4348,1160,2044,5062,3613,2281,4710,1522,288,4322,367,1838,4883,2936,3580,1740,4765,632,2145,2622,1543,3271,4715,2998,2912,4484,2392,5147,2258,1425,1088,3928,1315,4702,4328,2504,3430,2733,1283,3763,3111,3588,809,4305,4598,4341,3934,5215,3318,2179,218,3208,1381,5068,3285,1303,2941
74,74,1413,1573,1012,4308,2202,3264,30,190,1160,667,4471,4087,4815,4434,3231,2463,172,226,3508,1445,5227,1312,4690,4101,3268,1993,2411,1659,308,754,883,4182,557,595,3916,4844,3783,4340,3131,3481,3120,3982,4454,1551,2643,5061,1965,5001,4756,4080,622,2610,1231,4978,3869,549,843,288,3430,4218,715,609,5044,367,2076,5118,5063,4004,2405,4883,2392,4765,2179,3716,2258,1740,4457,218,3069,5215,2145,3934,4945,5147,3029,3185,632,2622,3421,4322,1283,809,1303,1381,3763,4598,5068,3285,2941
75,75,1870,417,3719,2093,5160,4132,5221,2173,656,3950,2634,466,863,4366,975,3422,4032,2810,4753,4545,789,3027,4223,232,735,1211,5139,4982,2824,1293,3511,127,4091,3587,2048,2289,5071,3328,2812,3377,1583,3174,1452,4696,4830,5083,5245,3963,1289,3768,2211,2294,4080,850,1189,239,3514,5192,288,2957,670,1831,5044,4978,4218,2433,843,4158,1131,4817,3421,2405,5118,549,4004,1303,715,609,2076,5063,413,3069,2145,3185,4322,4457,632,5147,3029,2622,3716,1283,4945,3763,809,4598,5068,3285,2941
76,76,1581,637,5290,610,2898,4428,4650,2372,4014,3188,5281,5204,1278,998,4055,994,4709,3390,3438,428,336,94,2137,1712,710,1786,4282,3658,3391,4050,3917,5110,5150,141,3126,2902,1571,4870,1097,2301,4037,4441,2595,1720,4383,2311,3278,1076,1352,1479,2957,3649,2710,5170,2046,1371,2582,959,2351,2865,1231,1766,1163,1662,2151,3092,2264,5172,3137,1273,4295,2021,3869,1052,1983,143,1505,4538,4598,1295,2292,4011,4669,2941,2219,4675,1838,2211,5102,367,2936,752,1232,2258,4883,4765,3430,3934,1381
77,77,3253,4230,470,4443,1228,2801,3961,2570,4070,816,2085,3158,5102,3265,1110,2088,4147,3766,3518,914,2666,1027,5275,4526,3746,4388,4829,87,275,1397,3555,4759,1179,3410,4442,3306,2217,411,587,3689,2766,11,5291,593,3847,4190,5294,4404,1442,413,4978,2392,670,3064,3331,700,3247,843,549,4817,4218,2433,5044,3514,850,1131,4291,3768,649,4832,4004,2145,2076,3421,609,715,288,5118,2405,1831,1303,4457,5063,3716,4945,3029,5147,3069,809,3185,4322,2622,1283,632,3763,3285,4598,5068,2941
78,78,4547,3753,3181,2523,1550,4838,2645,4574,3691,4220,1184,2681,460,388,3227,1340,3938,4854,1545,3248,2842,3444,4998,2861,1180,4968,4500,2821,484,1073,4021,685,1673,2298,2505,552,2856,4953,3526,3428,2931,1636,3659,1726,4415,2075,2243,3443,3002,4951,2626,700,2433,2294,2882,1189,2850,2371,843,5044,670,632,1131,2926,3081,2493,715,5118,609,2405,239,5063,4004,4978,3069,2211,4817,4218,2076,4080,549,1283,3763,4322,3029,3185,5147,2957,4457,2622,809,2145,3716,4945,3421,5068,4598,2941,3285
79,79,3380,1473,3161,5062,4339,1609,3631,2569,1626,1984,2342,1092,308,3351,928,1324,3774,3123,408,2210,2515,332,1525,4065,804,3374,4189,4128,648,557,4120,3077,2741,4736,38,4560,4576,3194,1988,1997,2288,4793,2348,2282,3833,1664,3315,2437,3708,1163,4467,1232,2170,1983,2960,1251,3464,4735,4538,4123,3192,218,3175,2504,4715,4011,1315,3580,2351,5102,2912,3961,1543,2936,2661,3666,1746,4312,752,3111,4573,1838,3285,5215,367,3318,4765,2733,4883,3430,5068,4328,3208,1303,2258,4341,3934,2941,1381
80,80,5295,5122,731,4228,2229,4222,4101,4125,2428,2321,2977,4170,1561,3270,3889,3237,5083,713,2575,262,4783,2810,3242,120,2254,829,4749,4996,590,2814,4097,1499,2285,4678,3355,4646,1613,3089,2002,2699,4460,150,2189,4213,404,75,2360,5158,4982,2603,2170,4080,2957,3514,1831,5192,5026,3768,288,2433,850,1131,670,2294,4817,4158,4218,5063,3421,549,843,2405,2076,1740,715,5118,4978,3069,5044,4004,632,1303,3185,4322,3029,4457,609,4945,3716,2622,5147,3763,1283,2145,809,4598,5068,3285,2941
81,81,4612,48,502,5200,2284,324,3940,3013,1912,4466,5232,2653,2401,1864,1302,3172,2893,3453,2368,5087,3519,2416,3378,1467,3401,1781,4771,3626,3125,2231,3159,2325,2052,5037,198,4430,4343,229,3655,3838,27,2541,3008,4813,104,678,483,917,1822,4291,4150,1425,3768,3684,1189,3064,670,3514,4218,2294,1831,4978,549,649,4371,413,4817,2433,850,843,5063,1131,5044,2405,1303,5118,3069,288,2076,715,4004,3716,2145,3185,4322,4457,609,2622,4945,3029,632,5147,1283,809,3763,4598,5068,3285,2941
82,82,5245,5316,2616,424,4639,3052,1002,1871,3396,1547,2200,4461,4223,2812,3422,2851,4181,3907,2099,2594,2171,3538,1148,4464,4005,5011,3719,276,3407,4483,1936,4395,4733,3048,4784,2623,5014,4893,3068,417,1963,2090,4420,781,1741,4614,1298,4285,5119,2881,3514,5044,3580,2110,2957,2672,4218,5192,843,1831,2466,1740,4817,2405,1131,4590,2433,2145,1087,549,5063,5118,4004,609,4137,3185,3069,288,715,2076,5147,147,4322,3029,1303,4457,632,4158,2622,3716,1283,809,3763,4945,5068,4598,3285,413,2941
83,83,1393,2729,986,4545,1079,3719,4177,4175,3084,2801,3559,4310,4442,4190,355,3627,1203,3643,2833,1179,4922,2097,2171,1909,4284,3861,2863,2812,5088,5013,2851,3963,3142,56,4966,1628,4024,4652,977,975,4107,601,775,3017,1897,4716,202,4285,798,3064,670,3331,5044,366,3247,649,1003,843,850,4291,5192,1131,3768,4832,3514,4218,288,2433,2145,4817,413,4004,549,609,3421,2405,715,1831,2076,5118,4457,5063,1303,3716,5147,4945,3029,3185,3069,809,4322,632,1283,2622,3763,3285,4598,5068,2941
84,84,1916,7,2649,3529,137,4435,881,933,1018,4414,532,895,2717,2057,1809,1647,4314,4064,4059,4708,739,2779,2440,3683,3516,2630,1960,5163,3692,4571,1683,2597,3156,285,255,5034,4843,2971,207,2113,5072,4806,2776,4943,144,1731,2107,1807,4601,2294,3664,147,2672,4817,3580,649,549,1088,2433,4158,843,1831,239,4218,850,5215,715,5118,2405,4004,2957,2076,5063,3069,609,1131,4978,3421,3716,5044,3029,3185,2622,5147,4945,1303,4457,4322,413,288,1283,632,809,2145,3763,4598,3285,5068,2941
85,85,3103,702,2075,1325,1453,3659,575,4197,1258,3035,3370,2111,1693,28,1545,2827,280,3259,2914,4500,4751,4525,1340,2681,4481,134,653,2915,4800,2450,3372,2657,209,2378,1222,3946,2793,337,1942,1627,5320,3178,2306,1294,1133,1073,1677,2505,1220,2571,1221,2076,2498,4817,2936,4011,4883,4074,3430,4765,5147,1283,3029,2219,4218,3763,5063,3473,549,1539,3069,4457,1163,3185,2145,809,2305,4322,4675,367,4080,2258,2850,4945,1448,2622,3716,2493,3934,2371,2957,2926,1381,3285,5068,4598,2211,2941,3421
86,86,1784,2111,1942,2075,3259,1258,702,134,3428,4102,1026,2681,3682,4500,1545,2895,1726,2378,3372,5320,2657,1652,3178,3753,629,2567,3227,2598,5191,1771,1828,2915,2086,1133,3776,3659,21,1340,1453,4574,2505,782,1608,3667,685,1550,4553,498,3035,4951,5063,632,3119,2926,1189,2506,2882,2371,5118,843,1381,609,715,3081,3317,1131,670,3069,239,5044,2211,4978,2405,4218,3664,4817,4004,549,4322,4080,1283,2076,2957,3763,3716,3185,2493,3029,5147,2145,4457,809,2622,4945,3421,5068,4598,2941,3285
87,87,4526,2570,4330,4443,4829,3701,3171,4759,1910,4878,2833,2085,914,3432,611,5228,411,729,153,1781,917,4549,3679,2050,1086,617,4774,775,4659,620,2801,3070,275,4070,2325,2088,1253,3723,4231,3213,2666,5210,1228,3410,1876,4142,5013,258,1956,3247,5215,2294,670,700,2392,3514,3768,4817,549,4832,2433,4218,4291,4978,3421,843,649,413,850,1831,1131,4004,715,5118,5063,2076,5044,2405,609,1303,3716,2145,3069,4457,4945,3029,288,3185,5147,2622,4322,809,632,1283,3763,4598,3285,5068,2941
88,88,134,1715,2635,2111,2407,2827,2598,2740,1942,438,4463,3178,280,301,2793,21,2895,2075,1969,1331,2311,702,2378,1548,2306,4481,2997,1828,4102,1545,3682,490,4778,4217,1883,3776,4269,209,2897,1218,3744,369,1249,1294,2657,5320,1724,725,85,1723,1766,1219,5186,198,4978,2305,4538,1838,4867,3473,2351,1388,2219,3869,4312,1479,2021,2957,3137,1983,4573,3961,3649,4598,4675,2145,2936,143,1231,2850,3421,5102,3285,752,1163,5068,1448,4011,2941,3430,2493,2371,4883,2211,4765,367,2258,3934,1381
89,89,4152,290,1239,3414,2816,1636,3757,2448,1692,4849,214,4062,4529,4548,3676,4296,3104,5191,4251,4392,2617,1462,282,462,4551,2512,4346,1156,4248,5100,5045,5320,1184,1872,4574,3791,685,3642,1590,1828,797,606,244,3803,3446,2075,3211,331,5307,3317,2021,4058,3119,3716,1231,2373,5064,1221,752,3898,3362,4945,2626,442,1892,684,1635,3081,5102,4598,2258,3346,2292,1388,367,4765,5336,2219,3473,2140,4074,4883,2636,2305,3934,239,4675,3430,3421,4867,2926,4080,2957,1381,2850,1448,2371,2493,2211
90,90,3102,1600,1236,5240,1039,4763,2453,4757,1043,4591,1978,883,3264,4920,612,4543,427,1964,1464,4860,1195,3475,616,783,5041,3718,532,4806,754,4671,818,5135,4833,1096,4324,965,1090,7,1406,1711,1128,4219,2447,4518,4072,24,172,2178,84,609,3716,3430,2957,239,4004,2405,218,3664,2294,1425,3287,3869,2622,850,3684,649,439,4158,3207,1740,413,843,2179,1131,2392,1381,3580,3208,3185,3029,4945,5215,5147,4322,1088,5044,809,4457,1283,4978,632,288,4598,1303,2145,3763,3285,5068,2941
91,91,1354,2359,3088,1298,3767,4149,2747,3804,1481,2592,574,5312,952,799,554,1547,2857,1169,503,2114,5022,2260,5297,2750,4784,2864,3553,5011,3190,2223,5276,707,791,3197,5064,3515,2794,4349,1908,824,1871,348,491,4461,2237,3312,1028,3090,4597,2363,2512,3271,3117,3664,4745,3208,2392,3495,3029,3865,61,2268,2881,609,3974,3588,1950,5329,3121,5026,2912,4590,5147,632,2504,4136,3207,741,1283,2038,4137,809,413,218,3763,3580,4598,3684,5215,288,2179,1088,1740,4158,3285,1425,5068,1303,2941
92,92,662,721,5024,1409,2619,1707,522,3567,315,535,517,1307,4699,3331,4899,4687,3058,2026,1856,3031,3514,2008,748,3890,3911,4523,1189,3991,475,1082,4728,3001,995,2018,4817,3520,406,2376,3846,700,3796,3247,1003,1622,4685,1725,2603,1988,3064,4042,1025,3092,3137,1812,2661,5170,2880,1845,4467,4341,3339,1766,2351,4573,4344,1273,2021,1505,3267,4538,896,1479,3277,3111,1983,4735,1838,1231,3464,3666,3208,4669,1232,2936,2733,2504,680,4011,5102,367,1746,3961,752,4765,3430,2258,4883,3934,1381
